id;user_id;action;entity_type;entity_id;old_values;new_values;ip_address;user_agent;created_at
68a980bd-2c7d-466a-a248-153f3ccc4ee7;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-11 20:05:54.941407+00
a46fa357-df8a-4e5a-8adb-1f376b40e118;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-11 20:07:01.486062+00
14aff1ee-bc6f-4429-afc1-5ef9ecc92841;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-11 20:08:21.078861+00
8a990471-1bae-4203-af95-453bfc695dfd;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-11 20:09:37.503836+00
78dadc2b-b784-41e8-b436-39a0243104d9;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-11 20:11:59.396939+00
f10e8afd-cd52-498e-933d-5b3fd918e3be;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-11 20:13:25.495564+00
6f560842-c3cb-45e6-ad5c-7c7d30a26da9;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-12 02:03:39.843788+00
52084aa6-7309-40f7-962e-d988b802a307;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-12 02:04:47.573188+00
1426b088-a252-4d30-b362-1ac791a34344;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-12 02:06:08.695844+00
70183a2a-78ce-4120-ba83-508ddb999bd7;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-12 02:07:31.032984+00
